Channel,LOB,Product,Category,Total Volume Eaches
Channel 2,LOB 2,Product 176,Category 2,1541
Channel 2,LOB 3,Product 177,Category 2,2
Channel 2,LOB 2,Product 177,Category 2,868
Channel 2,LOB 1,Product 177,Category 2,445
Channel 2,LOB 2,Product 2078,Category 2,25
Channel 2,LOB 3,Product 178,Category 2,38
Channel 2,LOB 2,Product 178,Category 2,717
Channel 2,LOB 1,Product 178,Category 2,371
Channel 2,LOB 2,Product 2079,Category 2,5
Channel 2,LOB 2,Product 179,Category 2,610
Channel 2,LOB 1,Product 179,Category 2,250
Channel 2,LOB 3,Product 180,Category 2,206
Channel 2,LOB 2,Product 180,Category 2,2062
Channel 2,LOB 3,Product 181,Category 2,830
Channel 2,LOB 2,Product 181,Category 2,6005
Channel 2,LOB 1,Product 181,Category 2,672
Channel 2,LOB 2,Product 182,Category 2,306
Channel 2,LOB 1,Product 182,Category 2,276
Channel 2,LOB 2,Product 183,Category 2,72
Channel 2,LOB 2,Product 2080,Category 2,6
Channel 2,LOB 2,Product 2081,Category 2,24
Channel 2,LOB 2,Product 2082,Category 2,48
Channel 2,LOB 1,Product 184,Category 3,6
Channel 2,LOB 3,Product 185,Category 3,8112
Channel 2,LOB 2,Product 185,Category 3,124224
Channel 2,LOB 1,Product 185,Category 3,19760
Channel 2,LOB 2,Product 186,Category 3,16296
Channel 2,LOB 1,Product 186,Category 3,14939
Channel 2,LOB 2,Product 187,Category 3,1392
Channel 2,LOB 2,Product 188,Category 3,4562
Channel 2,LOB 1,Product 188,Category 3,2
Channel 2,LOB 1,Product 2083,Category 1,24
Channel 2,LOB 2,Product 2084,Category 2,12
Channel 2,LOB 2,Product 2085,Category 2,293
Channel 2,LOB 2,Product 2086,Category 2,5
Channel 2,LOB 2,Product 2087,Category 2,25
Channel 2,LOB 2,Product 2088,Category 2,12
Channel 2,LOB 2,Product 2089,Category 2,18
Channel 2,LOB 3,Product 189,Category 2,24
Channel 2,LOB 2,Product 189,Category 2,1439
Channel 2,LOB 2,Product 2090,Category 2,180
Channel 2,LOB 2,Product 190,Category 3,788
Channel 2,LOB 2,Product 2091,Category 2,29
Channel 2,LOB 2,Product 2092,Category 2,58
Channel 2,LOB 2,Product 2093,Category 2,71
Channel 2,LOB 2,Product 2094,Category 2,25
Channel 2,LOB 1,Product 2095,Category 1,677
Channel 2,LOB 2,Product 191,Category 1,140
Channel 2,LOB 1,Product 191,Category 1,74
Channel 2,LOB 3,Product 192,Category 1,31
Channel 2,LOB 2,Product 192,Category 1,514
Channel 2,LOB 1,Product 192,Category 1,18
Channel 2,LOB 2,Product 2096,Category 1,16
Channel 2,LOB 3,Product 193,Category 1,70
Channel 2,LOB 2,Product 193,Category 1,3713
Channel 2,LOB 1,Product 193,Category 1,145
Channel 2,LOB 3,Product 194,Category 1,6
Channel 2,LOB 2,Product 194,Category 1,821
Channel 2,LOB 1,Product 194,Category 1,3
Channel 2,LOB 2,Product 195,Category 1,87
Channel 2,LOB 2,Product 2097,Category 1,133
Channel 2,LOB 2,Product 196,Category 1,876
Channel 2,LOB 3,Product 2098,Category 1,47
Channel 2,LOB 2,Product 2099,Category 1,2
Channel 2,LOB 2,Product 2100,Category 2,3
Channel 2,LOB 2,Product 2101,Category 2,3
Channel 2,LOB 3,Product 197,Category 2,5
Channel 2,LOB 2,Product 197,Category 2,24
Channel 2,LOB 2,Product 198,Category 2,221
Channel 2,LOB 1,Product 198,Category 2,845
Channel 2,LOB 2,Product 199,Category 2,221
Channel 2,LOB 1,Product 199,Category 2,6
Channel 2,LOB 3,Product 200,Category 2,2
Channel 2,LOB 2,Product 200,Category 2,426
Channel 2,LOB 1,Product 200,Category 2,130
Channel 2,LOB 3,Product 201,Category 2,13
Channel 2,LOB 2,Product 201,Category 2,252
Channel 2,LOB 1,Product 201,Category 2,203
Channel 2,LOB 3,Product 202,Category 2,1
Channel 2,LOB 2,Product 202,Category 2,32
Channel 2,LOB 1,Product 202,Category 2,341
Channel 2,LOB 3,Product 203,Category 2,149
Channel 2,LOB 2,Product 203,Category 2,209
Channel 2,LOB 1,Product 203,Category 2,314
Channel 2,LOB 2,Product 205,Category 2,52
Channel 2,LOB 2,Product 206,Category 2,6
Channel 2,LOB 1,Product 206,Category 2,2
Channel 2,LOB 2,Product 2102,Category 2,8
Channel 2,LOB 1,Product 2102,Category 2,10
Channel 2,LOB 2,Product 2103,Category 2,2
Channel 2,LOB 1,Product 207,Category 2,14
Channel 2,LOB 2,Product 2104,Category 1,8
Channel 2,LOB 3,Product 2105,Category 1,2
Channel 2,LOB 3,Product 209,Category 2,3
Channel 2,LOB 2,Product 209,Category 2,3317
Channel 2,LOB 1,Product 209,Category 2,1060
Channel 2,LOB 3,Product 210,Category 2,2
Channel 2,LOB 2,Product 210,Category 2,1071
Channel 2,LOB 1,Product 210,Category 2,457
Channel 2,LOB 2,Product 211,Category 2,2233
Channel 2,LOB 1,Product 211,Category 2,1470
Channel 2,LOB 2,Product 2106,Category 2,20
Channel 2,LOB 2,Product 2107,Category 4,2066
Channel 2,LOB 2,Product 2108,Category 2,528
Channel 2,LOB 3,Product 212,Category 2,8
Channel 2,LOB 2,Product 212,Category 2,128
Channel 2,LOB 3,Product 213,Category 2,1
Channel 2,LOB 2,Product 213,Category 2,149
Channel 2,LOB 2,Product 214,Category 2,156
Channel 2,LOB 2,Product 215,Category 2,914
Channel 2,LOB 1,Product 215,Category 2,900
Channel 2,LOB 2,Product 2109,Category 2,4
Channel 2,LOB 2,Product 216,Category 2,3908
Channel 2,LOB 1,Product 216,Category 2,387
Channel 2,LOB 2,Product 217,Category 2,3147
Channel 2,LOB 1,Product 217,Category 2,693
Channel 2,LOB 2,Product 2110,Category 2,96
Channel 2,LOB 3,Product 218,Category 2,26
Channel 2,LOB 2,Product 218,Category 2,7101
Channel 2,LOB 1,Product 218,Category 2,2080
Channel 2,LOB 1,Product 2111,Category 2,3
Channel 2,LOB 2,Product 219,Category 2,14
Channel 2,LOB 2,Product 220,Category 1,248
Channel 2,LOB 1,Product 220,Category 1,108
Channel 2,LOB 2,Product 221,Category 1,79
Channel 2,LOB 1,Product 221,Category 1,42
Channel 2,LOB 1,Product 222,Category 1,347
Channel 2,LOB 2,Product 2112,Category 1,17
Channel 2,LOB 2,Product 2113,Category 1,6
Channel 2,LOB 2,Product 2114,Category 1,6
Channel 2,LOB 2,Product 223,Category 1,2
Channel 2,LOB 1,Product 223,Category 1,5
Channel 2,LOB 2,Product 2115,Category 1,1
Channel 2,LOB 2,Product 2116,Category 1,14
Channel 2,LOB 2,Product 2117,Category 1,1
Channel 2,LOB 2,Product 224,Category 1,2
Channel 2,LOB 2,Product 225,Category 1,40
Channel 2,LOB 2,Product 2118,Category 2,6
Channel 2,LOB 2,Product 2119,Category 3,8
Channel 2,LOB 1,Product 2119,Category 3,24
Channel 2,LOB 2,Product 2120,Category 1,23
Channel 2,LOB 2,Product 2121,Category 2,47
Channel 2,LOB 2,Product 229,Category 1,18
Channel 2,LOB 1,Product 229,Category 1,4086
Channel 2,LOB 2,Product 232,Category 2,134
Channel 2,LOB 1,Product 232,Category 2,204
Channel 2,LOB 3,Product 233,Category 2,2
Channel 2,LOB 2,Product 233,Category 2,215
Channel 2,LOB 1,Product 233,Category 2,205
Channel 2,LOB 1,Product 2122,Category 2,43
Channel 2,LOB 1,Product 2123,Category 2,64
Channel 2,LOB 1,Product 2124,Category 2,29
Channel 2,LOB 3,Product 235,Category 2,90
Channel 2,LOB 2,Product 235,Category 2,460
Channel 2,LOB 1,Product 235,Category 2,319
Channel 2,LOB 3,Product 237,Category 2,3
Channel 2,LOB 2,Product 237,Category 2,230
Channel 2,LOB 1,Product 237,Category 2,214
Channel 2,LOB 2,Product 2125,Category 2,3
Channel 2,LOB 3,Product 239,Category 2,183
Channel 2,LOB 2,Product 239,Category 2,716
Channel 2,LOB 1,Product 239,Category 2,926
Channel 2,LOB 2,Product 2126,Category 2,8
Channel 2,LOB 2,Product 2127,Category 2,5
Channel 2,LOB 2,Product 2128,Category 2,6
Channel 2,LOB 2,Product 2129,Category 2,8
Channel 2,LOB 3,Product 241,Category 2,18
Channel 2,LOB 2,Product 241,Category 2,3361
Channel 2,LOB 1,Product 241,Category 2,109
Channel 2,LOB 2,Product 242,Category 2,41
Channel 2,LOB 2,Product 2130,Category 4,102
Channel 2,LOB 2,Product 2131,Category 4,14
Channel 2,LOB 2,Product 2132,Category 4,12
Channel 2,LOB 1,Product 2132,Category 4,239
Channel 2,LOB 3,Product 243,Category 4,63
Channel 2,LOB 2,Product 243,Category 4,512
Channel 2,LOB 1,Product 243,Category 4,750
Channel 2,LOB 2,Product 2133,Category 4,32
Channel 2,LOB 2,Product 244,Category 4,97
Channel 2,LOB 1,Product 244,Category 4,13
Channel 2,LOB 2,Product 245,Category 4,20
Channel 2,LOB 2,Product 2134,Category 4,1
Channel 2,LOB 3,Product 246,Category 4,14
Channel 2,LOB 2,Product 246,Category 4,323
Channel 2,LOB 1,Product 246,Category 4,126
Channel 2,LOB 2,Product 247,Category 4,775
Channel 2,LOB 2,Product 248,Category 4,3137
Channel 2,LOB 2,Product 2135,Category 1,5
Channel 2,LOB 1,Product 2135,Category 1,793
Channel 2,LOB 2,Product 2136,Category 2,937
Channel 2,LOB 2,Product 249,Category 2,2592
Channel 2,LOB 2,Product 250,Category 2,1469
Channel 2,LOB 2,Product 2137,Category 2,19
Channel 2,LOB 2,Product 2138,Category 2,7
Channel 2,LOB 2,Product 2139,Category 2,37
Channel 2,LOB 2,Product 2140,Category 2,298
Channel 2,LOB 2,Product 2141,Category 2,58
Channel 2,LOB 2,Product 2142,Category 2,311
Channel 2,LOB 2,Product 2143,Category 2,573
Channel 2,LOB 2,Product 2144,Category 2,10
Channel 2,LOB 2,Product 2145,Category 2,19
Channel 2,LOB 2,Product 2146,Category 2,7
Channel 2,LOB 2,Product 2147,Category 2,13
Channel 2,LOB 2,Product 2148,Category 2,19
Channel 2,LOB 2,Product 2149,Category 2,4
Channel 2,LOB 2,Product 252,Category 2,90
Channel 2,LOB 2,Product 253,Category 2,5
Channel 2,LOB 2,Product 254,Category 2,65
Channel 2,LOB 1,Product 254,Category 2,26
Channel 2,LOB 2,Product 255,Category 2,10
Channel 2,LOB 2,Product 256,Category 2,49
Channel 2,LOB 2,Product 257,Category 2,2549
Channel 2,LOB 1,Product 257,Category 2,557
Channel 2,LOB 3,Product 258,Category 2,40
Channel 2,LOB 2,Product 258,Category 2,677
Channel 2,LOB 1,Product 258,Category 2,410
Channel 2,LOB 2,Product 259,Category 1,442
Channel 2,LOB 1,Product 259,Category 1,146
Channel 2,LOB 2,Product 2150,Category 2,2
Channel 2,LOB 2,Product 2151,Category 2,6
Channel 2,LOB 2,Product 2152,Category 2,6
Channel 2,LOB 2,Product 2153,Category 2,96
Channel 2,LOB 2,Product 260,Category 2,73
Channel 2,LOB 2,Product 261,Category 2,189
Channel 2,LOB 1,Product 261,Category 2,282
Channel 2,LOB 2,Product 262,Category 2,32
Channel 2,LOB 1,Product 262,Category 2,160
Channel 2,LOB 2,Product 2154,Category 2,19
Channel 2,LOB 2,Product 263,Category 2,13
Channel 2,LOB 1,Product 263,Category 2,73
Channel 2,LOB 2,Product 2155,Category 2,120
Channel 2,LOB 3,Product 2156,Category 2,21
Channel 2,LOB 2,Product 2156,Category 2,159
Channel 2,LOB 1,Product 2156,Category 2,123
Channel 2,LOB 3,Product 2157,Category 2,37
Channel 2,LOB 2,Product 2157,Category 2,236
Channel 2,LOB 1,Product 2157,Category 2,79
Channel 2,LOB 2,Product 2158,Category 2,36
Channel 2,LOB 2,Product 2159,Category 2,18
Channel 2,LOB 3,Product 264,Category 2,23
Channel 2,LOB 2,Product 264,Category 2,38
Channel 2,LOB 1,Product 264,Category 2,4
Channel 2,LOB 3,Product 265,Category 2,29
Channel 2,LOB 2,Product 265,Category 2,458
Channel 2,LOB 1,Product 265,Category 2,81
Channel 2,LOB 3,Product 266,Category 2,3
Channel 2,LOB 2,Product 266,Category 2,255
Channel 2,LOB 1,Product 266,Category 2,25
Channel 2,LOB 3,Product 267,Category 2,30
Channel 2,LOB 2,Product 267,Category 2,248
Channel 2,LOB 1,Product 267,Category 2,62
Channel 2,LOB 3,Product 268,Category 2,10
Channel 2,LOB 2,Product 268,Category 2,137
Channel 2,LOB 1,Product 268,Category 2,15
Channel 2,LOB 3,Product 269,Category 2,281
Channel 2,LOB 2,Product 269,Category 2,2454
Channel 2,LOB 1,Product 269,Category 2,711
Channel 2,LOB 2,Product 270,Category 2,95
Channel 2,LOB 1,Product 270,Category 2,16
Channel 2,LOB 3,Product 271,Category 2,38
Channel 2,LOB 2,Product 271,Category 2,192
Channel 2,LOB 1,Product 271,Category 2,56
Channel 2,LOB 3,Product 2160,Category 1,1
Channel 2,LOB 2,Product 2160,Category 1,5
Channel 2,LOB 2,Product 2161,Category 1,101
Channel 2,LOB 3,Product 2162,Category 1,1
Channel 2,LOB 2,Product 2162,Category 1,38
Channel 2,LOB 3,Product 2163,Category 1,1
Channel 2,LOB 2,Product 2163,Category 1,190
Channel 2,LOB 2,Product 2164,Category 1,32
Channel 2,LOB 3,Product 2165,Category 1,1
Channel 2,LOB 2,Product 2166,Category 1,28
Channel 2,LOB 2,Product 2167,Category 1,13
Channel 2,LOB 3,Product 2168,Category 1,1
Channel 2,LOB 2,Product 2168,Category 1,16
Channel 2,LOB 3,Product 2169,Category 1,3
Channel 2,LOB 2,Product 2169,Category 1,22
Channel 2,LOB 2,Product 2170,Category 1,2
Channel 2,LOB 3,Product 2171,Category 1,1
Channel 2,LOB 2,Product 2171,Category 1,6
Channel 2,LOB 2,Product 272,Category 2,287
Channel 2,LOB 2,Product 273,Category 2,137
Channel 2,LOB 3,Product 274,Category 2,40
Channel 2,LOB 2,Product 274,Category 2,53
Channel 2,LOB 1,Product 274,Category 2,3
Channel 2,LOB 2,Product 2172,Category 2,9
Channel 2,LOB 2,Product 2173,Category 2,6
Channel 2,LOB 3,Product 275,Category 1,20
Channel 2,LOB 2,Product 275,Category 1,9
Channel 2,LOB 1,Product 275,Category 1,11
Channel 2,LOB 3,Product 276,Category 1,3
Channel 2,LOB 2,Product 276,Category 1,1
Channel 2,LOB 2,Product 2174,Category 1,1
Channel 2,LOB 2,Product 278,Category 1,1
Channel 2,LOB 1,Product 278,Category 1,1
Channel 2,LOB 3,Product 279,Category 2,2
Channel 2,LOB 2,Product 279,Category 2,23
Channel 2,LOB 1,Product 279,Category 2,616
Channel 2,LOB 2,Product 280,Category 3,3936
Channel 2,LOB 2,Product 2175,Category 2,2
Channel 2,LOB 2,Product 2176,Category 2,239
Channel 2,LOB 2,Product 283,Category 2,46
Channel 2,LOB 3,Product 285,Category 2,14
Channel 2,LOB 2,Product 285,Category 2,709
Channel 2,LOB 2,Product 286,Category 2,32
Channel 2,LOB 3,Product 2177,Category 2,6
Channel 2,LOB 2,Product 2177,Category 2,76
Channel 2,LOB 1,Product 2177,Category 2,2
Channel 2,LOB 2,Product 2178,Category 2,9
Channel 2,LOB 2,Product 2179,Category 2,86
Channel 2,LOB 2,Product 2180,Category 2,12
Channel 2,LOB 2,Product 287,Category 2,30
Channel 2,LOB 2,Product 288,Category 2,12
Channel 2,LOB 2,Product 2181,Category 3,2160
Channel 2,LOB 1,Product 2181,Category 3,1004
Channel 2,LOB 3,Product 289,Category 3,720
Channel 2,LOB 2,Product 289,Category 3,9408
Channel 2,LOB 1,Product 289,Category 3,6362
Channel 2,LOB 3,Product 290,Category 3,1152
Channel 2,LOB 2,Product 290,Category 3,13380
Channel 2,LOB 1,Product 290,Category 3,4374
Channel 2,LOB 3,Product 2182,Category 3,0
Channel 2,LOB 2,Product 2182,Category 3,32
Channel 2,LOB 3,Product 2183,Category 3,16
Channel 2,LOB 2,Product 2183,Category 3,99
Channel 2,LOB 2,Product 2184,Category 3,48
Channel 2,LOB 2,Product 2185,Category 3,24
Channel 2,LOB 2,Product 2186,Category 3,48
Channel 2,LOB 2,Product 2187,Category 3,24
Channel 2,LOB 3,Product 291,Category 2,1
Channel 2,LOB 2,Product 291,Category 2,6
Channel 2,LOB 1,Product 291,Category 2,200
Channel 2,LOB 2,Product 292,Category 2,57
Channel 2,LOB 1,Product 292,Category 2,167
Channel 2,LOB 3,Product 293,Category 2,48
Channel 2,LOB 2,Product 293,Category 2,47
Channel 2,LOB 1,Product 293,Category 2,24
Channel 2,LOB 3,Product 294,Category 2,22
Channel 2,LOB 2,Product 294,Category 2,49
Channel 2,LOB 1,Product 294,Category 2,297
Channel 2,LOB 2,Product 295,Category 2,192
Channel 2,LOB 2,Product 2188,Category 4,73
Channel 2,LOB 1,Product 2188,Category 4,2
Channel 2,LOB 3,Product 2189,Category 4,2
Channel 2,LOB 2,Product 2189,Category 4,9
Channel 2,LOB 2,Product 296,Category 2,5
Channel 2,LOB 2,Product 297,Category 2,94
Channel 2,LOB 1,Product 2190,Category 3,72
Channel 2,LOB 1,Product 298,Category 3,7289
Channel 2,LOB 3,Product 299,Category 3,2784
Channel 2,LOB 2,Product 299,Category 3,18600
Channel 2,LOB 1,Product 299,Category 3,7100
Channel 2,LOB 1,Product 300,Category 3,15183
Channel 2,LOB 2,Product 2191,Category 2,2
Channel 2,LOB 2,Product 2192,Category 2,12
Channel 2,LOB 3,Product 302,Category 1,75
Channel 2,LOB 2,Product 302,Category 1,1425
Channel 2,LOB 1,Product 302,Category 1,121
Channel 2,LOB 3,Product 303,Category 1,1
Channel 2,LOB 2,Product 303,Category 1,352
Channel 2,LOB 1,Product 303,Category 1,81
Channel 2,LOB 2,Product 2193,Category 2,4
Channel 2,LOB 2,Product 2194,Category 1,128
Channel 2,LOB 2,Product 2195,Category 1,1
Channel 2,LOB 2,Product 2196,Category 1,2
Channel 2,LOB 3,Product 304,Category 1,5
Channel 2,LOB 2,Product 304,Category 1,47
Channel 2,LOB 1,Product 304,Category 1,43
Channel 2,LOB 3,Product 306,Category 1,7
Channel 2,LOB 2,Product 306,Category 1,37
Channel 2,LOB 1,Product 306,Category 1,51
Channel 2,LOB 3,Product 307,Category 1,8
Channel 2,LOB 2,Product 307,Category 1,211
Channel 2,LOB 1,Product 307,Category 1,62
Channel 2,LOB 2,Product 2197,Category 1,3
Channel 2,LOB 3,Product 308,Category 2,6
Channel 2,LOB 2,Product 308,Category 2,37
Channel 2,LOB 1,Product 308,Category 2,8
Channel 2,LOB 2,Product 2198,Category 2,1167
Channel 2,LOB 2,Product 2199,Category 2,197
Channel 2,LOB 2,Product 2200,Category 2,27
Channel 2,LOB 2,Product 309,Category 2,50
Channel 2,LOB 2,Product 310,Category 2,28
Channel 2,LOB 3,Product 312,Category 2,3
Channel 2,LOB 2,Product 312,Category 2,70
Channel 2,LOB 3,Product 313,Category 2,1428
Channel 2,LOB 2,Product 313,Category 2,4624
Channel 2,LOB 1,Product 313,Category 2,1132
Channel 2,LOB 3,Product 314,Category 2,1521
Channel 2,LOB 2,Product 314,Category 2,4990
Channel 2,LOB 1,Product 314,Category 2,2102
Channel 2,LOB 2,Product 315,Category 2,5079
Channel 2,LOB 1,Product 315,Category 2,128
Channel 2,LOB 2,Product 2201,Category 2,18
Channel 2,LOB 2,Product 318,Category 1,233
Channel 2,LOB 1,Product 318,Category 1,43
Channel 2,LOB 1,Product 320,Category 1,1
Channel 2,LOB 2,Product 2202,Category 1,354
Channel 2,LOB 2,Product 2203,Category 1,13
Channel 2,LOB 2,Product 2204,Category 1,6
Channel 2,LOB 2,Product 321,Category 2,3
Channel 2,LOB 2,Product 2205,Category 2,15
Channel 2,LOB 3,Product 322,Category 2,12
Channel 2,LOB 2,Product 322,Category 2,6
Channel 2,LOB 1,Product 322,Category 2,87
Channel 2,LOB 3,Product 2206,Category 2,16
Channel 2,LOB 2,Product 2206,Category 2,124
Channel 2,LOB 1,Product 2206,Category 2,31
Channel 2,LOB 3,Product 323,Category 2,67
Channel 2,LOB 2,Product 323,Category 2,15
Channel 2,LOB 1,Product 323,Category 2,29
Channel 2,LOB 2,Product 2207,Category 2,21
Channel 2,LOB 2,Product 2208,Category 2,4207
Channel 2,LOB 2,Product 2209,Category 1,0
Channel 2,LOB 1,Product 2209,Category 1,77
Channel 2,LOB 3,Product 2210,Category 1,3
Channel 2,LOB 2,Product 2210,Category 1,56
Channel 2,LOB 1,Product 2210,Category 1,22
Channel 2,LOB 3,Product 324,Category 1,1
Channel 2,LOB 2,Product 324,Category 1,6
Channel 2,LOB 1,Product 324,Category 1,175
Channel 2,LOB 2,Product 326,Category 1,60
Channel 2,LOB 1,Product 326,Category 1,308
Channel 2,LOB 1,Product 327,Category 1,75
Channel 2,LOB 2,Product 2211,Category 1,60
Channel 2,LOB 2,Product 2212,Category 1,3
Channel 2,LOB 2,Product 2213,Category 1,1
Channel 2,LOB 2,Product 2214,Category 1,2
Channel 2,LOB 3,Product 329,Category 1,42
Channel 2,LOB 2,Product 329,Category 1,312
Channel 2,LOB 1,Product 329,Category 1,70
Channel 2,LOB 2,Product 330,Category 1,2
Channel 2,LOB 1,Product 330,Category 1,19
Channel 2,LOB 3,Product 331,Category 1,4
Channel 2,LOB 2,Product 331,Category 1,78
Channel 2,LOB 1,Product 331,Category 1,17
Channel 2,LOB 2,Product 332,Category 1,13
Channel 2,LOB 1,Product 332,Category 1,36
Channel 2,LOB 3,Product 333,Category 1,176
Channel 2,LOB 2,Product 333,Category 1,4566
Channel 2,LOB 1,Product 333,Category 1,410
Channel 2,LOB 1,Product 2215,Category 1,15
Channel 2,LOB 2,Product 2216,Category 1,5
Channel 2,LOB 3,Product 335,Category 1,227
Channel 2,LOB 2,Product 335,Category 1,4650
Channel 2,LOB 1,Product 335,Category 1,232
Channel 2,LOB 3,Product 336,Category 1,1190
Channel 2,LOB 2,Product 336,Category 1,5595
Channel 2,LOB 1,Product 336,Category 1,201
Channel 2,LOB 2,Product 337,Category 1,7
Channel 2,LOB 1,Product 337,Category 1,735
Channel 2,LOB 2,Product 338,Category 1,20
Channel 2,LOB 2,Product 340,Category 1,4
Channel 2,LOB 1,Product 340,Category 1,49
Channel 2,LOB 2,Product 341,Category 1,1
Channel 2,LOB 1,Product 341,Category 1,136
Channel 2,LOB 3,Product 342,Category 3,480
Channel 2,LOB 2,Product 342,Category 3,24048
Channel 2,LOB 1,Product 342,Category 3,65200
Channel 2,LOB 2,Product 2217,Category 3,12
Channel 2,LOB 3,Product 345,Category 3,1152
Channel 2,LOB 2,Product 345,Category 3,155886
Channel 2,LOB 1,Product 345,Category 3,46364
Channel 2,LOB 2,Product 346,Category 3,2
Channel 2,LOB 2,Product 347,Category 3,11058
Channel 2,LOB 2,Product 348,Category 3,522
Channel 2,LOB 1,Product 2218,Category 3,72
Channel 2,LOB 2,Product 2219,Category 3,48
Channel 2,LOB 1,Product 2219,Category 3,24
Channel 2,LOB 2,Product 350,Category 2,9
Channel 2,LOB 2,Product 353,Category 2,35
Channel 2,LOB 3,Product 354,Category 2,70
Channel 2,LOB 2,Product 354,Category 2,939
Channel 2,LOB 1,Product 354,Category 2,625
Channel 2,LOB 3,Product 355,Category 2,20
Channel 2,LOB 2,Product 355,Category 2,3232
Channel 2,LOB 1,Product 355,Category 2,440
Channel 2,LOB 3,Product 356,Category 2,239
Channel 2,LOB 2,Product 356,Category 2,6005
Channel 2,LOB 1,Product 356,Category 2,86
Channel 2,LOB 3,Product 357,Category 2,7
Channel 2,LOB 2,Product 357,Category 2,3241
Channel 2,LOB 1,Product 357,Category 2,272
Channel 2,LOB 3,Product 358,Category 2,28
Channel 2,LOB 2,Product 358,Category 2,366
Channel 2,LOB 1,Product 358,Category 2,133
Channel 2,LOB 3,Product 360,Category 2,2
Channel 2,LOB 2,Product 360,Category 2,3839
Channel 2,LOB 1,Product 360,Category 2,243
Channel 2,LOB 3,Product 361,Category 2,72
Channel 2,LOB 2,Product 361,Category 2,282
Channel 2,LOB 1,Product 361,Category 2,117
Channel 2,LOB 3,Product 362,Category 2,1497
Channel 2,LOB 2,Product 362,Category 2,5496
Channel 2,LOB 1,Product 362,Category 2,438
Channel 2,LOB 3,Product 363,Category 2,228
Channel 2,LOB 2,Product 363,Category 2,6647
Channel 2,LOB 1,Product 363,Category 2,22
Channel 2,LOB 2,Product 2220,Category 2,4
Channel 2,LOB 2,Product 2221,Category 2,2
Channel 2,LOB 2,Product 364,Category 2,6
Channel 2,LOB 1,Product 364,Category 2,2
Channel 2,LOB 2,Product 365,Category 2,24
Channel 2,LOB 3,Product 367,Category 2,85
Channel 2,LOB 2,Product 367,Category 2,290
Channel 2,LOB 3,Product 368,Category 1,7
Channel 2,LOB 2,Product 368,Category 1,209
Channel 2,LOB 2,Product 369,Category 1,104
Channel 2,LOB 1,Product 369,Category 1,39
Channel 2,LOB 3,Product 370,Category 1,2
Channel 2,LOB 2,Product 370,Category 1,252
Channel 2,LOB 1,Product 370,Category 1,43
Channel 2,LOB 2,Product 2222,Category 1,956
Channel 2,LOB 3,Product 371,Category 2,277
Channel 2,LOB 2,Product 371,Category 2,2878
Channel 2,LOB 1,Product 371,Category 2,791
Channel 2,LOB 3,Product 372,Category 2,931
Channel 2,LOB 2,Product 372,Category 2,1889
Channel 2,LOB 1,Product 372,Category 2,208
Channel 2,LOB 2,Product 2223,Category 2,39
Channel 2,LOB 1,Product 2223,Category 2,7
Channel 2,LOB 2,Product 373,Category 2,23
Channel 2,LOB 1,Product 373,Category 2,15
Channel 2,LOB 3,Product 374,Category 2,18
Channel 2,LOB 2,Product 374,Category 2,439
Channel 2,LOB 1,Product 374,Category 2,78
Channel 2,LOB 3,Product 375,Category 2,14
Channel 2,LOB 2,Product 375,Category 2,546
Channel 2,LOB 1,Product 375,Category 2,98
Channel 2,LOB 3,Product 376,Category 2,14
Channel 2,LOB 2,Product 376,Category 2,662
Channel 2,LOB 3,Product 377,Category 2,146
Channel 2,LOB 2,Product 377,Category 2,6693
Channel 2,LOB 1,Product 377,Category 2,517
Channel 2,LOB 2,Product 378,Category 2,5066
Channel 2,LOB 1,Product 378,Category 2,244
Channel 2,LOB 3,Product 379,Category 2,52
Channel 2,LOB 2,Product 379,Category 2,6281
Channel 2,LOB 1,Product 379,Category 2,564
Channel 2,LOB 3,Product 380,Category 2,317
Channel 2,LOB 2,Product 380,Category 2,2835
Channel 2,LOB 1,Product 380,Category 2,438
Channel 2,LOB 2,Product 2224,Category 2,164
Channel 2,LOB 3,Product 381,Category 1,20
Channel 2,LOB 2,Product 381,Category 1,268
Channel 2,LOB 2,Product 2225,Category 2,2
Channel 2,LOB 1,Product 2226,Category 3,24
Channel 2,LOB 2,Product 2227,Category 2,10
Channel 2,LOB 2,Product 2228,Category 2,1
Channel 2,LOB 2,Product 2229,Category 2,1
Channel 2,LOB 2,Product 383,Category 2,6
Channel 2,LOB 2,Product 2230,Category 2,7
Channel 2,LOB 3,Product 386,Category 2,46
Channel 2,LOB 2,Product 386,Category 2,153
Channel 2,LOB 2,Product 2231,Category 2,3
Channel 2,LOB 3,Product 388,Category 2,14
Channel 2,LOB 2,Product 388,Category 2,569
Channel 2,LOB 1,Product 388,Category 2,30
Channel 2,LOB 2,Product 2232,Category 2,22
Channel 2,LOB 2,Product 2233,Category 2,1
Channel 2,LOB 1,Product 2234,Category 3,-6
Channel 2,LOB 2,Product 389,Category 3,6816
Channel 2,LOB 1,Product 389,Category 3,7466
Channel 2,LOB 2,Product 2235,Category 2,32
Channel 2,LOB 3,Product 390,Category 2,1361
Channel 2,LOB 2,Product 390,Category 2,353
Channel 2,LOB 1,Product 390,Category 2,29
Channel 2,LOB 3,Product 391,Category 2,498
Channel 2,LOB 2,Product 391,Category 2,807
Channel 2,LOB 1,Product 391,Category 2,42
Channel 2,LOB 3,Product 392,Category 2,70
